Title,Location,Price,Bedrooms,Bathrooms,Toilets,Agent,DateAdded,ImageURL,URL
Exquisite 4 Bedroom Fully Detached Duplex With Bq In A Well Secured Es,"Ikate Elegushi, Lekki, Lagos","₦400,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922513/0684e787a22070-exquisite-4-bedroom-fully-detached-duplex-with-bq-in-a-well-secured-es-detached-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate-elegushi/2922513-exquisite-4-bedroom-fully-detached-duplex-with-bq-in-a-well-secured-es
Lovely 4 Bedroom Semi Detached Duplex With Bq In A Well Secured Estate,"Ikate Elegushi, Lekki, Lagos","₦350,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922516/0684e78e95bd08-lovely-4-bedroom-semi-detached-duplex-with-bq-in-a-well-secured-estate-semi-detached-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate-elegushi/2922516-lovely-4-bedroom-semi-detached-duplex-with-bq-in-a-well-secured-estate
Exquisite 4 Bedroom Detached With Bq In A Well Secured Estate,"Ikate Elegushi, Lekki, Lagos","₦400,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922519/0684e796d4756f-exquisite-4-bedroom-detached-with-bq-in-a-well-secured-estate-detached-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate-elegushi/2922519-exquisite-4-bedroom-detached-with-bq-in-a-well-secured-estate
"Pristine 5 Bedroom Detached With Pool, Office And Rooftop Terrace","Ikate Elegushi, Lekki, Lagos","₦480,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922525/0684e7b9d386bb-pristine-5-bedroom-detached-with-pool-office-and-rooftop-terrace-detached-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikate-elegushi/2922525-pristine-5-bedroom-detached-with-pool-office-and-rooftop-terrace
Exquisite 5 Bedroom Detached Duplex With Bq In A Well Secured Estate,"Ikate Elegushi, Lekki, Lagos","₦450,000,000",5 Bed,5 Bath,6 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922531/0684e7c99a4f25-exquisite-5-bedroom-detached-duplex-with-bq-in-a-well-secured-estate-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/ikate-elegushi/2922531-exquisite-5-bedroom-detached-duplex-with-bq-in-a-well-secured-estate
4 Bedroom Fully Detached Duplex With Swimming Pool,"Oniru, Victoria Island (VI), Lagos","₦500,000,000",4 Bed,4 Bath,5 Toilet,"Global Betapropertiesng

  08054398871",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922499/0684e73f3275cb-4-bedroom-fully-detached-duplex-with-swimming-pool-detached-duplexes-for-sale-oniru-victoria-island-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/oniru/2922499-4-bedroom-fully-detached-duplex-with-swimming-pool
Block Of 5 Flats,"Pastor Ifedayo Street, Ago Palace, Isolo, Lagos","₦170,000,000",12 Bed,,,"Tosin Kadiri And Associates

  08074745076",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2760489/067ced02031f28-block-of-5-flats-block-of-flats-for-sale-ago-palace-isolo-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/isolo/ago-palace/2760489-block-of-5-flats
Four 4 Bedroom Fully Detached Duplex + Bq,"Adeniyi Jones, Ikeja, Lagos","₦500,000,000",4 Bed,4 Bath,5 Toilet,"Efikem Company Limited

  09162553998",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2920338/0684c77b21d1ca-four-4-bedroom-fully-detached-duplex-bq-detached-duplexes-for-sale-adeniyi-jones-ikeja-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/adeniyi-jones/2920338-four-4-bedroom-fully-detached-duplex-bq
A 3-bedroom Detached House.,"GRA, Isheri North, Lagos","₦160,000,000",3 Bed,3 Bath,4 Toilet,"Tosin Kadiri And Associates

  08074745076",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2760308/067cebefa57301-a-3-bedroom-detached-house-detached-duplexes-for-sale-isheri-north-gra-isheri-north-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/isheri-north/isheri-north-gra/2760308-a-3-bedroom-detached-house
Luxury Sophisticated Finished 4 Bedroom Semi Detached Duplex,"Ikate, Lekki, Lagos","₦300,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922504/0684e765f27286-luxury-sophisticated-finished-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-ikate-elegushi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/ikate/2922504-luxury-sophisticated-finished-4-bedroom-semi-detached-duplex
Sophisticated & Lovely 4 Bedroom Terraced  In A Well Secured Estate.,"Ikate, Lekki, Lagos","₦250,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922508/0684e7764b982b-sophisticated-lovely-4-bedroom-terraced-in-a-well-secured-estate-terraced-duplexes-for-sale-ikate-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/2922508-sophisticated-lovely-4-bedroom-terraced-in-a-well-secured-estate
Built To Standard 4 Bedroom Terrace Duplex In A Coveted Location,"Ikate, Lekki, Lagos","₦295,000,000",4 Bed,4 Bath,5 Toilet,"Whales Real Estate

  07082267312",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922510/0684e780a51483-built-to-standard-4-bedroom-terrace-duplex-in-a-coveted-location-terraced-duplexes-for-sale-ikate-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikate/2922510-built-to-standard-4-bedroom-terrace-duplex-in-a-coveted-location
Newly Built Block Of Flats,"Bush Street, Maryland, Lagos","₦1,100,000,000",15 Bed,,,"Tosin Kadiri And Associates

  08074745076",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2760366/0684e71344a7b1-newly-built-block-of-flats-for-sale-maryland-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/maryland/2760366-newly-built-block-of-flats
Luxury & Smart 3 Bedroom Detached  Bungalow +studio Bq,"Eleko, Ibeju Lekki, Lagos","₦85,000,000",3 Bed,3 Bath,4 Toilet,"Professional Realtors Network

  +2348132490290",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2909174/06843b61d3c22d-luxury-smart-3bedroom-detached-bungalow-studio-bq-detached-bungalows-for-sale-eleko-lekki-ibeju-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/lekki-ibeju/eleko/2909174-luxury-smart-3-bedroom-detached-bungalow-studio-bq
Most Affordable 5bedroom Fully Detached Duplex With Pool,"Lekki Phase 1, Lekki, Lagos","₦1,100,000,000",5 Bed,6 Bath,6 Toilet,"Royal9ja Properties Management

  08092302956",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922461/0684e614979df8-most-affordable-5bedroom-fully-detached-duplex-with-pool-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2922461-most-affordable-5bedroom-fully-detached-duplex-with-pool
Standard Luxury 5 Bedroom In Lekki Phase One,"Secured Estate, Lekki Phase 1, Lekki, Lagos","₦1,100,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922491/0684e70f535f91-standard-luxury-5-bedroom-in-lekki-phase-one-detached-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/2922491-standard-luxury-5-bedroom-in-lekki-phase-one
Fully Furnished 4 Bedroom Terrace Duplex,"Osapa, Lekki, Lagos","₦175,000,000",4 Bed,4 Bath,5 Toilet,"Grand Horizon Properties

  08120068937",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922475/0684e682e3daf4-fully-furnished-4-bedroom-terrace-duplex-terraced-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/osapa/2922475-fully-furnished-4-bedroom-terrace-duplex
Exquisitely Built 5 Bedroom Fully Detached Duplex With Rooftop Terrace,"Osapa London, Osapa, Lekki, Lagos","₦1,680,000,000",5 Bed,5 Bath,6 Toilet,"Global Betapropertiesng

  08054398871",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922490/0684e70b942b30-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922490-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace
Exquisitely Built 5 Bedroom Fully Detached Duplex With Rooftop Terrace,"Osapa London, Osapa, Lekki, Lagos","₦550,000,000",5 Bed,5 Bath,6 Toilet,"Global Betapropertiesng

  08054398871",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922492/0684e71491d805-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace-detached-duplexes-for-sale-osapa-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/2922492-exquisitely-built-5-bedroom-fully-detached-duplex-with-rooftop-terrace
"Waterview 5 Bedroom Terraced Duplex With Swimming Pool, Gym And Bq","Banana Island, Ikoyi, Lagos","$2,000,000",5 Bed,5 Bath,6 Toilet,"Global Betapropertiesng

  08054398871",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922488/0684e6fef7a99b-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq-terraced-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/banana-island/2922488-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq
Excellent 5bedroom Detached Duplex,"Lasu Isheri, Igando, Ikotun, Lagos","₦85,000,000",5 Bed,5 Bath,6 Toilet,"Pacific Wealthy Realtors

  08106249625",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922482/0684e6db2f384c-excellent-5bedroom-detached-duplex-detached-duplexes-for-sale-igando-ikotun-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikotun/igando/2922482-excellent-5bedroom-detached-duplex
Luxurious 4 Bedroom Semi Detached Duplex With Bq And A  Pool,"Exquisite And Beautiful 4 Bedroom Semi Detached With A Neat Finishing, Ologolo, Lekki, Lagos","₦400,000,000",4 Bed,4 Bath,5 Toilet,"Arab Space Realty

  7066927609",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922467/0684e63df865f2-luxurious-4-bedroom-semi-detached-duplex-with-bq-and-a-pool-for-sale-ologolo-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/ologolo/2922467-luxurious-4-bedroom-semi-detached-duplex-with-bq-and-a-pool
Storey Building 4 Blocks Of Flats Dry Full Plot Of Land Money Value,"Off Bakare Oriola Road, Alapere, Ketu, Lagos","₦100,000,000",,,,"Amzat Odu Ltd

  08129930038",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922476/0684e68f19131e-storey-building-4-blocks-of-flats-dry-full-plot-of-land-money-value-block-of-flats-for-sale-alapere-ketu-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ketu/alapere/2922476-storey-building-4-blocks-of-flats-dry-full-plot-of-land-money-value
2 Fully Detached Houses Recently Completed,"Ikota Gra Estate, Ikota, Lekki, Lagos","₦280,000,000",5 Bed,,,"Adekanle And Adekanle Real Estate

  6193437955",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922453/0684e5f8516aa6-2-fully-detached-houses-recently-completed-detached-duplexes-for-sale-ikota-lekki-lagos.png,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2922453-2-fully-detached-houses-recently-completed
Spacious 3 Bedroom Terrace Duplex In A Serene And Secure Estate,"Gra, Ikota, Lekki, Lagos","₦110,000,000",3 Bed,3 Bath,4 Toilet,"Wonderful World Property Limited

  08140215129",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2857542/0681b74c4a0445-luxury-3-bedroom-terrace-terraced-duplexes-for-sale-ikota-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/2857542-spacious-3-bedroom-terrace-duplex-in-a-serene-and-secure-estate
An Exclusive 4 Bedroom Semi-detached Duplex,"Maryland, Lagos","₦342,000,000",5 Bed,,5 Toilet,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922462/0684e61b7bce15-an-exclusive-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-maryland-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/maryland/2922462-an-exclusive-4-bedroom-semi-detached-duplex
4bedroom Detached Duplex In Banana Island,"Banana Island, Ikoyi, Lagos","₦3,500,000,000",4 Bed,4 Bath,5 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922468/0684e63fbcee53-4bedroom-detached-duplex-in-banana-island-detached-duplexes-for-sale-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/2922468-4bedroom-detached-duplex-in-banana-island
Massive 5bedroom In Osapa London,"Osapa London, Lekki, Lagos","₦1,680,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922472/0684e65a56061f-massive-5bedroom-in-osapa-london-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922472-massive-5bedroom-in-osapa-london
Exquisitely Built 5 Bedroom Fully Detached With Rooftop,"Osapa London, Lekki, Lagos","₦550,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922477/0684e690a0459f-exquisitely-built-5-bedroom-fully-detached-with-rooftop-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922477-exquisitely-built-5-bedroom-fully-detached-with-rooftop
Exquisitely Built 5 Bedroom In Osapa London,"Osapa London, Lekki, Lagos","₦1,300,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922480/0684e6b698f269-exquisitely-built-5-bedroom-in-osapa-london-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922480-exquisitely-built-5-bedroom-in-osapa-london
"Gigantic 5 Bedroom Fully Detached Duplex With Swimming Pool, Bq","Perfect Blend Of Luxury With Modern Amenities At Chevron, Lekki, Lagos","₦430,000,000",5 Bed,5 Bath,6 Toilet,"Adeh Homes And Properties

  07069158048",Added Yesterday,https://images.nigeriapropertycentre.com/properties/images/thumbs/2921173/0684d445682f9e-gigantic-5-bedroom-fully-detached-duplex-with-swimming-pool-bq-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2921173-gigantic-5-bedroom-fully-detached-duplex-with-swimming-pool-bq
5 Bedroom Fully Detached Mansion In Osapa London,"Osapa London, Lekki, Lagos","₦1,200,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922483/0684e6ded3a744-5-bedroom-fully-detached-mansion-in-osapa-london-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922483-5-bedroom-fully-detached-mansion-in-osapa-london
Elegant And Luxuriously Built 5bedroom In Osapa,"Osapa London, Lekki, Lagos","₦850,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922487/0684e6fb7b1ae9-elegant-and-luxuriously-built-5bedroom-in-osapa-detached-duplexes-for-sale-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2922487-elegant-and-luxuriously-built-5bedroom-in-osapa
5 Bedroom Detached Houses,"Isheri North, Lagos","₦200,000,000",5 Bed,5 Bath,6 Toilet,"Tosin Kadiri And Associates

  08074745076",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2760270/067cebaa05c759-2-nos-5-bedroom-detached-houses-detached-duplexes-for-sale-isheri-north-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/isheri-north/2760270-5-bedroom-detached-houses
"Ultra-luxury 5-bedroom Mansion With An Elevator,pool,gym& Open Terrace","Banana Island, Ikoyi, Lagos","$7,500,000",5 Bed,5 Bath,6 Toilet,"Sunwealthltd

  08110557901",,https://images.nigeriapropertycentre.com/properties/images/thumbs/2863708/06820e7ca452bb-ultra-luxury-5-bedroom-mansion-with-an-elevatorpoolgym-open-terrace-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2863708-ultra-luxury-5-bedroom-mansion-with-an-elevatorpoolgym-open-terrace
Fully Detached 4-bedroom Home With Cinema & Pool In Gated Estate!,"Lekki, Lekki Phase 1, Lekki, Lagos","₦990,000,000",4 Bed,5 Bath,5 Toilet,"Three09 Realty

  07034638842",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922435/0684e598939485-fully-detached-4-bedroom-home-with-cinema-pool-in-gated-estate-terraced-duplexes-for-sale-lekki-phase-1-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-1/2922435-fully-detached-4-bedroom-home-with-cinema-pool-in-gated-estate
Luxury 5 Bedroom Fully Detached Duplex With A Pool And Bq,"Elegant And Exquisite 5 Bedroom Fully Detached With Detailed Finishing, Agungi, Lekki, Lagos","₦350,000,000",5 Bed,5 Bath,6 Toilet,"Arab Space Realty

  7066927609",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922459/0684e60d509e72-luxury-5-bedroom-fully-detached-duplex-with-a-pool-and-bq-for-sale-agungi-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/agungi/2922459-luxury-5-bedroom-fully-detached-duplex-with-a-pool-and-bq
Aesthetically Pleasing 4bedroom Fully Detached Duplex With Pool,"Oniru, Victoria Island (VI), Lagos","₦550,000,000",4 Bed,5 Bath,5 Toilet,"Royal9ja Properties Management

  08092302956",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922457/0684e605626670-aesthetically-pleasing-4bedroom-fully-detached-duplex-with-pool-for-sale-oniru-victoria-island-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/victoria-island/oniru/2922457-aesthetically-pleasing-4bedroom-fully-detached-duplex-with-pool
"4 Bedroom Detached Duplex With Swimming Pool, And Bq","Banana Island, Banana Island, Ikoyi, Lagos","₦3,500,000,000",4 Bed,5 Bath,5 Toilet,"Interiorscapes Integrated Services

  08168587007",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922456/0684e60020f898-4-bedroom-detached-duplex-with-swimming-pool-and-bq-detached-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/banana-island/2922456-4-bedroom-detached-duplex-with-swimming-pool-and-bq
"Waterview 5 Bedroom Terraced Duplex With Swimming Pool, Gym And Bq","Banana Island, Banana Island, Ikoyi, Lagos","$2,000,000",5 Bed,5 Bath,6 Toilet,"D'general's Realty Portfolio

  08141263516",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922460/0684e61a6edc6d-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq-terraced-duplexes-for-sale-banana-island-ikoyi-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikoyi/banana-island/2922460-waterview-5-bedroom-terraced-duplex-with-swimming-pool-gym-and-bq
Amazingly Built 4 Bedroom Semi-detached Duplex,"Mende, Maryland, Lagos","₦314,000,000",4 Bed,5 Bath,,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922458/0684e60b5aef04-amazingly-built-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-mende-maryland-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/maryland/mende/2922458-amazingly-built-4-bedroom-semi-detached-duplex
A Very Spacious 4 Bedroom Duplex In A Very Secured Estate,"GRA Phase 1, Magodo, Lagos","₦432,000,000",4 Bed,4 Bath,,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922436/0684e5998f3347-a-very-spacious-4-bedroom-duplex-in-a-very-secured-estate-detached-duplexes-for-sale-gra-phase-1-magodo-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-1/2922436-a-very-spacious-4-bedroom-duplex-in-a-very-secured-estate
Lovely Built 4 Bedroom Semi Detached Duplex,"GRA Phase 1, Magodo, Lagos","₦215,000,000",4 Bed,4 Bath,,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922450/0684e5dee39f2d-lovely-built-4-bedroom-semi-detached-duplex-semi-detached-duplexes-for-sale-gra-phase-1-magodo-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/magodo/gra-phase-1/2922450-lovely-built-4-bedroom-semi-detached-duplex
Beautiful 2 Bedroom Maisonette,"Ifako Agege, Ifako, Agege, Lagos","₦160,000,000",2 Bed,2 Bath,2 Toilet,"Sterling Homes

  09019493022",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922445/0684e5bd4cd827-beautiful-2-bedroom-maisonette-for-sale-ifako-agege-lagos.jpg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/agege/ifako/2922445-beautiful-2-bedroom-maisonette
5 Bed Detached Duplex In A Well Secured Estate,"Omole Phase 1, Ikeja, Lagos","₦449,000,000",5 Bed,5 Bath,6 Toilet,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922452/0684e5edf6aed8-5-bed-detached-duplex-in-a-well-secured-estate-detached-duplexes-for-sale-omole-phase-1-ikeja-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/omole-phase-1/2922452-5-bed-detached-duplex-in-a-well-secured-estate
Luxury 4 Bedroom Semi Detached Duplex,"Magnificent 4 Bedroom Semi Detached In With Bq In A Serene Environment, Ologolo, Lekki, Lagos","₦155,000,000",4 Bed,4 Bath,5 Toilet,"Arab Space

  07048957692",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922441/0684e5b7c1bc1b-luxury-4-bedroom-semi-detached-duplex-for-sale-ologolo-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/ologolo/2922441-luxury-4-bedroom-semi-detached-duplex
Luxurious 4 Bedroom Semi Detached Duplex With A Cinema And Bq,"Exquisite 4 Bedroom Duplex With Modern Day Finishing Neatly Done, Ologolo, Lekki, Lagos","₦300,000,000",4 Bed,4 Bath,5 Toilet,"Arab Space

  07048957692",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922447/0684e5c435f80b-luxurious-4-bedroom-semi-detached-duplex-with-a-cinema-and-bq-for-sale-ologolo-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/ologolo/2922447-luxurious-4-bedroom-semi-detached-duplex-with-a-cinema-and-bq
Luxury 5 Bedroom Fully Detached Duplex With A Bq,"Well Built And Beautiful 4 Bedroom Fully Detached Duplex, Ologolo, Lekki, Lagos","₦350,000,000",5 Bed,5 Bath,6 Toilet,"Arab Space

  07048957692",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922449/0684e5d71d3572-luxury-5-bedroom-fully-detached-duplex-with-a-bq-for-sale-ologolo-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/lagos/lekki/ologolo/2922449-luxury-5-bedroom-fully-detached-duplex-with-a-bq
Luxury Detached 7 Bedroom Duplex,"Ilasan, Ikate, Near Roomy Garden Lekki Peninsula, Ilasan, Lekki, Lagos","₦550,000,000",7 Bed,,,"Adekanle And Adekanle Real Estate

  6193437955",Added Yesterday,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922102/0684de42606735-luxury-detached-7-bedroom-duplex-detached-duplexes-for-sale-ilasan-lekki-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ilasan/2922102-luxury-detached-7-bedroom-duplex
Contemporary 4 Bedroom Detached Duplex In A Secured Estate,"GRA Phase 2, Magodo, Lagos","₦550,000,000",4 Bed,5 Bath,,"Tohoshomes

  08151528103",Added Today,https://images.nigeriapropertycentre.com/properties/images/thumbs/2922437/0684e5a08847d9-contemporary-4-bedroom-detached-duplex-in-a-secured-estate-detached-duplexes-for-sale-gra-phase-2-magodo-lagos.jpeg,https://www.nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/2922437-contemporary-4-bedroom-detached-duplex-in-a-secured-estate
